t,v,a,k
203.1,125.043,0.0374818,11
203.15,125.045,0.0374481,11
203.2,125.047,0.0374144,11
203.25,125.049,0.0373807,11
203.3,125.051,0.037347,11
203.35,125.053,0.0373134,11
203.4,125.055,0.0372798,11
203.45,125.056,0.0372462,11
203.5,125.058,0.0372127,11
203.55,125.06,0.0371792,11
203.6,125.062,0.0371457,11
203.65,125.064,0.0371123,11
203.7,125.066,0.0370789,11
203.75,125.068,0.0370455,11
203.8,125.069,0.0370121,11
203.85,125.071,0.0369788,11
203.9,125.073,0.0369455,11
203.95,125.075,0.0369122,11
204,125.077,0.036879,11
204.05,125.079,0.0368458,11
204.1,125.081,0.0368126,11
204.15,125.082,0.0367794,11
204.2,125.084,0.0367463,11
204.25,125.086,0.0367132,11
204.3,125.088,0.0366802,11
204.35,125.09,0.0366472,11
204.4,125.092,0.0366142,11
204.45,125.093,0.0365812,11
204.5,125.095,0.0365482,11
204.55,125.097,0.0365153,11
204.6,125.099,0.0364825,11
204.65,125.101,0.0364496,11
204.7,125.102,0.0364168,11
204.75,125.104,0.036384,11
204.8,125.106,0.0363512,11
204.85,125.108,0.0363185,11
204.9,125.11,0.0362858,11
204.95,125.112,0.0362531,11
205,125.113,0.0362205,11
205.05,125.115,0.0361879,11
205.1,125.117,0.0361553,11
205.15,125.119,0.0361227,11
205.2,125.121,0.0360902,11
205.25,125.122,0.0360577,11
205.3,125.124,0.0360252,11
205.35,125.126,0.0359928,11
205.4,125.128,0.0359604,11
205.45,125.13,0.035928,11
205.5,125.131,0.0358956,11
205.55,125.133,0.0358633,11
205.6,125.135,0.035831,11
205.65,125.137,0.0357987,11
205.7,125.139,0.0357665,11
205.75,125.14,0.0357343,11
205.8,125.142,0.0357021,11
205.85,125.144,0.03567,11
205.9,125.146,0.0356379,11
205.95,125.148,0.0356058,11
206,125.149,0.0355737,11
206.05,125.151,0.0355417,11
206.1,125.153,0.0355097,11
206.15,125.155,0.0354777,11
206.2,125.156,0.0354457,11
206.25,125.158,0.0354138,11
206.3,125.16,0.0353819,11
206.35,125.162,0.0353501,11
206.4,125.163,0.0353182,11
206.45,125.165,0.0352864,11
206.5,125.167,0.0352546,11
206.55,125.169,0.0352229,11
206.6,125.171,0.0351912,11
206.65,125.172,0.0351595,11
206.7,125.174,0.0351278,11
206.75,125.176,0.0350962,11
206.8,125.178,0.0350646,11
206.85,125.179,0.035033,11
206.9,125.181,0.0350015,11
206.95,125.183,0.0349699,11
207,125.185,0.0349384,11
207.05,125.186,0.034907,11
207.1,125.188,0.0348755,11
207.15,125.19,0.0348441,11
207.2,125.192,0.0348128,11
207.25,125.193,0.0347814,11
207.3,125.195,0.0347501,11
207.35,125.197,0.0347188,11
207.4,125.198,0.0346875,11
207.45,125.2,0.0346563,11
207.5,125.202,0.0346251,11
207.55,125.204,0.0345939,11
207.6,125.205,0.0345627,11
207.65,125.207,0.0345316,11
207.7,125.209,0.0345005,11
207.75,125.211,0.0344694,11
207.8,125.212,0.0344384,11
207.85,125.214,0.0344074,11
207.9,125.216,0.0343764,11
207.95,125.217,0.0343454,11
208,125.219,0.0343145,11
208.05,125.221,0.0342836,11
208.1,125.223,0.0342527,11
208.15,125.224,0.0342219,11
208.2,125.226,0.0341911,11
208.25,125.228,0.0341603,11
208.3,125.229,0.0341295,11
208.35,125.231,0.0340988,11
208.4,125.233,0.0340681,11
208.45,125.235,0.0340374,11
208.5,125.236,0.0340067,11
208.55,125.238,0.0339761,11
208.6,125.24,0.0339455,11
208.65,125.241,0.0339149,11
208.7,125.243,0.0338844,11
208.75,125.245,0.0338539,11
208.8,125.246,0.0338234,11
208.85,125.248,0.0337929,11
208.9,125.25,0.0337625,11
208.95,125.252,0.0337321,11
209,125.253,0.0337017,11
209.05,125.255,0.0336713,11
209.1,125.257,0.033641,11
209.15,125.258,0.0336107,11
209.2,125.26,0.0335804,11
209.25,125.262,0.0335502,11
209.3,125.263,0.03352,11
209.35,125.265,0.0334898,11
209.4,125.267,0.0334596,11
209.45,125.268,0.0334295,11
209.5,125.27,0.0333994,11
209.55,125.272,0.0333693,11
209.6,125.273,0.0333392,11
209.65,125.275,0.0333092,11
209.7,125.277,0.0332792,11
209.75,125.278,0.0332492,11
209.8,125.28,0.0332193,11
209.85,125.282,0.0331894,11
209.9,125.283,0.0331595,11
209.95,125.285,0.0331296,11
210,125.287,0.0330998,11
210.05,125.288,0.03307,11
210.1,125.29,0.0330402,11
210.15,125.292,0.0330104,11
210.2,125.293,0.0329807,11
210.25,125.295,0.032951,11
210.3,125.297,0.0329213,11
210.35,125.298,0.0328917,11
210.4,125.3,0.032862,11
210.45,125.301,0.0328324,11
210.5,125.303,0.0328029,11
210.55,125.305,0.0327733,11
210.6,125.306,0.0327438,11
210.65,125.308,0.0327143,11
210.7,125.31,0.0326848,11
210.75,125.311,0.0326554,11
210.8,125.313,0.032626,11
210.85,125.315,0.0325966,11
210.9,125.316,0.0325672,11
210.95,125.318,0.0325379,11
211,125.319,0.0325086,11
211.05,125.321,0.0324793,11
211.1,125.323,0.0324501,11
211.15,125.324,0.0324208,11
211.2,125.326,0.0323916,11
211.25,125.328,0.0323625,11
211.3,125.329,0.0323333,11
211.35,125.331,0.0323042,11
211.4,125.332,0.0322751,11
211.45,125.334,0.032246,11
211.5,125.336,0.032217,11
211.55,125.337,0.032188,11
211.6,125.339,0.032159,11
211.65,125.34,0.03213,11
211.7,125.342,0.0321011,11
211.75,125.344,0.0320721,11
211.8,125.345,0.0320433,11
211.85,125.347,0.0320144,11
211.9,125.348,0.0319856,11
211.95,125.35,0.0319567,11
212,125.352,0.031928,11
212.05,125.353,0.0318992,11
212.1,125.355,0.0318705,11
212.15,125.356,0.0318418,11
212.2,125.358,0.0318131,11
212.25,125.36,0.0317844,11
212.3,125.361,0.0317558,11
212.35,125.363,0.0317272,11
212.4,125.364,0.0316986,11
212.45,125.366,0.0316701,11
212.5,125.368,0.0316415,11
212.55,125.369,0.031613,11
212.6,125.371,0.0315846,11
212.65,125.372,0.0315561,11
212.7,125.374,0.0315277,11
212.75,125.375,0.0314993,11
212.8,125.377,0.0314709,11
212.85,125.379,0.0314426,11
212.9,125.38,0.0314142,11
212.95,125.382,0.0313859,11
213,125.383,0.0313577,11
213.05,125.385,0.0313294,11
213.1,125.386,0.0313012,11
213.15,125.388,0.031273,11
213.2,125.39,0.0312448,11
213.25,125.391,0.0312167,11
213.3,125.393,0.0311886,11
213.35,125.394,0.0311605,11
213.4,125.396,0.0311324,11
213.45,125.397,0.0311044,11
213.5,125.399,0.0310763,11
213.55,125.401,0.0310484,11
213.6,125.402,0.0310204,11
213.65,125.404,0.0309924,11
213.7,125.405,0.0309645,11
213.75,125.407,0.0309366,11
213.8,125.408,0.0309088,11
213.85,125.41,0.0308809,11
213.9,125.411,0.0308531,11
213.95,125.413,0.0308253,11
214,125.414,0.0307975,11
214.05,125.416,0.0307698,11
214.1,125.418,0.0307421,11
214.15,125.419,0.0307144,11
214.2,125.421,0.0306867,11
214.25,125.422,0.0306591,11
214.3,125.424,0.0306315,11
214.35,125.425,0.0306039,11
214.4,125.427,0.0305763,11
214.45,125.428,0.0305488,11
214.5,125.43,0.0305212,11
214.55,125.431,0.0304937,11
214.6,125.433,0.0304663,11
214.65,125.434,0.0304388,11
214.7,125.436,0.0304114,11
214.75,125.437,0.030384,11
214.8,125.439,0.0303566,11
214.85,125.44,0.0303293,11
214.9,125.442,0.030302,11
214.95,125.443,0.0302747,11
215,125.445,0.0302474,11
215.05,125.446,0.0302202,11
215.1,125.448,0.0301929,11
215.15,125.45,0.0301657,11
215.2,125.451,0.0301386,11
215.25,125.453,0.0301114,11
215.3,125.454,0.0300843,11
215.35,125.456,0.0300572,11
215.4,125.457,0.0300301,11
215.45,125.459,0.030003,11
215.5,125.46,0.029976,11
215.55,125.462,0.029949,11
215.6,125.463,0.029922,11
215.65,125.465,0.0298951,11
215.7,125.466,0.0298681,11
215.75,125.468,0.0298412,11
215.8,125.469,0.0298144,11
215.85,125.471,0.0297875,11
215.9,125.472,0.0297607,11
215.95,125.473,0.0297339,11
216,125.475,0.0297071,11
216.05,125.476,0.0296803,11
216.1,125.478,0.0296536,11
216.15,125.479,0.0296269,11
216.2,125.481,0.0296002,11
216.25,125.482,0.0295735,11
216.3,125.484,0.0295469,11
216.35,125.485,0.0295202,11
216.4,125.487,0.0294936,11
216.45,125.488,0.0294671,11
216.5,125.49,0.0294405,11
216.55,125.491,0.029414,11
216.6,125.493,0.0293875,11
216.65,125.494,0.029361,11
216.7,125.496,0.0293346,11
216.75,125.497,0.0293081,11
216.8,125.499,0.0292817,11
216.85,125.5,0.0292554,11
216.9,125.502,0.029229,11
216.95,125.503,0.0292027,11
217,125.504,0.0291764,11
217.05,125.506,0.0291501,11
217.1,125.507,0.0291238,11
217.15,125.509,0.0290976,11
217.2,125.51,0.0290714,11
217.25,125.512,0.0290452,11
217.3,125.513,0.029019,11
217.35,125.515,0.0289929,11
217.4,125.516,0.0289667,11
217.45,125.518,0.0289406,11
217.5,125.519,0.0289146,11
217.55,125.52,0.0288885,11
217.6,125.522,0.0288625,11
217.65,125.523,0.0288365,11
217.7,125.525,0.0288105,11
217.75,125.526,0.0287846,11
217.8,125.528,0.0287586,11
217.85,125.529,0.0287327,11
217.9,125.53,0.0287068,11
217.95,125.532,0.028681,11
218,125.533,0.0286551,11
218.05,125.535,0.0286293,11
218.1,125.536,0.0286035,11
218.15,125.538,0.0285777,11
218.2,125.539,0.028552,11
218.25,125.541,0.0285263,11
218.3,125.542,0.0285006,11
218.35,125.543,0.0284749,11
218.4,125.545,0.0284492,11
218.45,125.546,0.0284236,11
218.5,125.548,0.028398,11
218.55,125.549,0.0283724,11
218.6,125.55,0.0283469,11
218.65,125.552,0.0283213,11
218.7,125.553,0.0282958,11
218.75,125.555,0.0282703,11
218.8,125.556,0.0282448,11
218.85,125.558,0.0282194,11
218.9,125.559,0.028194,11
218.95,125.56,0.0281686,11
219,125.562,0.0281432,11
219.05,125.563,0.0281178,11
219.1,125.565,0.0280925,11
219.15,125.566,0.0280672,11
219.2,125.567,0.0280419,11
219.25,125.569,0.0280166,11
219.3,125.57,0.0279914,11
219.35,125.572,0.0279662,11
219.4,125.573,0.027941,11
219.45,125.574,0.0279158,11
219.5,125.576,0.0278906,11
219.55,125.577,0.0278655,11
219.6,125.579,0.0278404,11
219.65,125.58,0.0278153,11
219.7,125.581,0.0277903,11
219.75,125.583,0.0277652,11
219.8,125.584,0.0277402,11
219.85,125.586,0.0277152,11
219.9,125.587,0.0276902,11
219.95,125.588,0.0276653,11
220,125.59,0.0276404,11
220.05,125.591,0.0276155,11
220.1,125.592,0.0275906,11
220.15,125.594,0.0275657,11
220.2,125.595,0.0275409,11
220.25,125.597,0.0275161,11
220.3,125.598,0.0274913,11
220.35,125.599,0.0274665,11
220.4,125.601,0.0274418,11
220.45,125.602,0.027417,11
220.5,125.603,0.0273923,11
220.55,125.605,0.0273677,11
220.6,125.606,0.027343,11
220.65,125.608,0.0273184,11
220.7,125.609,0.0272937,11
220.75,125.61,0.0272691,11
220.8,125.612,0.0272446,11
220.85,125.613,0.02722,11
220.9,125.614,0.0271955,11
220.95,125.616,0.027171,11
221,125.617,0.0271465,11
221.05,125.618,0.0271221,11
221.1,125.62,0.0270976,11
221.15,125.621,0.0270732,11
221.2,125.622,0.0270488,11
221.25,125.624,0.0270244,11
221.3,125.625,0.0270001,11
221.35,125.627,0.0269758,11
221.4,125.628,0.0269515,11
221.45,125.629,0.0269272,11
221.5,125.631,0.0269029,11
221.55,125.632,0.0268787,11
221.6,125.633,0.0268544,11
221.65,125.635,0.0268303,11
221.7,125.636,0.0268061,11
221.75,125.637,0.0267819,11
221.8,125.639,0.0267578,11
221.85,125.64,0.0267337,11
221.9,125.641,0.0267096,11
221.95,125.643,0.0266855,11
222,125.644,0.0266615,11
222.05,125.645,0.0266375,11
222.1,125.647,0.0266135,11
222.15,125.648,0.0265895,11
222.2,125.649,0.0265655,11
222.25,125.651,0.0265416,11
222.3,125.652,0.0265177,11
222.35,125.653,0.0264938,11
222.4,125.655,0.0264699,11
222.45,125.656,0.026446,11
222.5,125.657,0.0264222,11
222.55,125.659,0.0263984,11
222.6,125.66,0.0263746,11
222.65,125.661,0.0263508,11
222.7,125.663,0.0263271,11
222.75,125.664,0.0263034,11
222.8,125.665,0.0262797,11
222.85,125.666,0.026256,11
222.9,125.668,0.0262323,11
222.95,125.669,0.0262087,11
223,125.67,0.0261851,11
223.05,125.672,0.0261615,11
223.1,125.673,0.0261379,11
223.15,125.674,0.0261144,11
223.2,125.676,0.0260908,11
223.25,125.677,0.0260673,11
223.3,125.678,0.0260438,11
223.35,125.68,0.0260204,11
223.4,125.681,0.0259969,11
223.45,125.682,0.0259735,11
223.5,125.683,0.0259501,11
223.55,125.685,0.0259267,11
223.6,125.686,0.0259033,11
223.65,125.687,0.02588,11
223.7,125.689,0.0258567,11
223.75,125.69,0.0258334,11
223.8,125.691,0.0258101,11
223.85,125.693,0.0257868,11
223.9,125.694,0.0257636,11
223.95,125.695,0.0257404,11
224,125.696,0.0257172,11
224.05,125.698,0.025694,11
224.1,125.699,0.0256709,11
224.15,125.7,0.0256477,11
224.2,125.702,0.0256246,11
224.25,125.703,0.0256015,11
224.3,125.704,0.0255785,11
224.35,125.705,0.0255554,11
224.4,125.707,0.0255324,11
224.45,125.708,0.0255094,11
224.5,125.709,0.0254864,11
224.55,125.71,0.0254634,11
224.6,125.712,0.0254405,11
224.65,125.713,0.0254175,11
224.7,125.714,0.0253946,11
224.75,125.716,0.0253718,11
224.8,125.717,0.0253489,11
224.85,125.718,0.0253261,11
224.9,125.719,0.0253032,11
224.95,125.721,0.0252804,11
225,125.722,0.0252576,11
225.05,125.723,0.0252349,11
225.1,125.724,0.0252121,11
225.15,125.726,0.0251894,11
225.2,125.727,0.0251667,11
225.25,125.728,0.025144,11
225.3,125.729,0.0251214,11
225.35,125.731,0.0250988,11
225.4,125.732,0.0250761,11
225.45,125.733,0.0250535,11
225.5,125.734,0.025031,11
225.55,125.736,0.0250084,11
225.6,125.737,0.0249859,11
225.65,125.738,0.0249633,11
225.7,125.739,0.0249409,11
225.75,125.741,0.0249184,11
225.8,125.742,0.0248959,11
225.85,125.743,0.0248735,11
225.9,125.744,0.0248511,11
225.95,125.746,0.0248287,11
226,125.747,0.0248063,11
226.05,125.748,0.0247839,11
226.1,125.749,0.0247616,11
226.15,125.751,0.0247393,11
226.2,125.752,0.024717,11
226.25,125.753,0.0246947,11
226.3,125.754,0.0246725,11
226.35,125.756,0.0246502,11
226.4,125.757,0.024628,11
226.45,125.758,0.0246058,11
226.5,125.759,0.0245837,11
226.55,125.761,0.0245615,11
226.6,125.762,0.0245394,11
226.65,125.763,0.0245172,11
226.7,125.764,0.0244952,11
226.75,125.765,0.0244731,11
226.8,125.767,0.024451,11
226.85,125.768,0.024429,11
226.9,125.769,0.024407,11
226.95,125.77,0.024385,11
227,125.772,0.024363,11
227.05,125.773,0.024341,11
227.1,125.774,0.0243191,11
227.15,125.775,0.0242972,11
227.2,125.776,0.0242753,11
227.25,125.778,0.0242534,11
227.3,125.779,0.0242316,11
227.35,125.78,0.0242097,11
227.4,125.781,0.0241879,11
227.45,125.782,0.0241661,11
227.5,125.784,0.0241443,11
227.55,125.785,0.0241226,11
227.6,125.786,0.0241008,11
227.65,125.787,0.0240791,11
227.7,125.788,0.0240574,11
227.75,125.79,0.0240357,11
227.8,125.791,0.0240141,11
227.85,125.792,0.0239924,11
227.9,125.793,0.0239708,11
227.95,125.794,0.0239492,11
228,125.796,0.0239276,11
228.05,125.797,0.023906,11
228.1,125.798,0.0238845,11
228.15,125.799,0.023863,11
228.2,125.8,0.0238415,11
228.25,125.802,0.02382,11
228.3,125.803,0.0237985,11
228.35,125.804,0.0237771,11
228.4,125.805,0.0237556,11
228.45,125.806,0.0237342,11
228.5,125.808,0.0237128,11
228.55,125.809,0.0236915,11
228.6,125.81,0.0236701,11
228.65,125.811,0.0236488,11
228.7,125.812,0.0236275,11
228.75,125.814,0.0236062,11
228.8,125.815,0.0235849,11
228.85,125.816,0.0235636,11
228.9,125.817,0.0235424,11
228.95,125.818,0.0235212,11
229,125.819,0.0235,11
229.05,125.821,0.0234788,11
229.1,125.822,0.0234577,11
229.15,125.823,0.0234365,11
229.2,125.824,0.0234154,11
229.25,125.825,0.0233943,11
229.3,125.826,0.0233732,11
229.35,125.828,0.0233521,11
229.4,125.829,0.0233311,11
229.45,125.83,0.0233101,11
229.5,125.831,0.0232891,11
229.55,125.832,0.0232681,11
229.6,125.833,0.0232471,11
229.65,125.835,0.0232261,11
229.7,125.836,0.0232052,11
229.75,125.837,0.0231843,11
229.8,125.838,0.0231634,11
229.85,125.839,0.0231425,11
229.9,125.84,0.0231217,11
229.95,125.842,0.0231008,11
230,125.843,0.02308,11
230.05,125.844,0.0230592,11
230.1,125.845,0.0230384,11
230.15,125.846,0.0230177,11
230.2,125.847,0.0229969,11
230.25,125.848,0.0229762,11
230.3,125.85,0.0229555,11
230.35,125.851,0.0229348,11
230.4,125.852,0.0229141,11
230.45,125.853,0.0228935,11
230.5,125.854,0.0228728,11
230.55,125.855,0.0228522,11
230.6,125.856,0.0228316,11
230.65,125.858,0.022811,11
230.7,125.859,0.0227905,11
230.75,125.86,0.0227699,11
230.8,125.861,0.0227494,11
230.85,125.862,0.0227289,11
230.9,125.863,0.0227084,11
230.95,125.864,0.022688,11
231,125.866,0.0226675,11
231.05,125.867,0.0226471,11
231.1,125.868,0.0226267,11
231.15,125.869,0.0226063,11
231.2,125.87,0.0225859,11
231.25,125.871,0.0225655,11
231.3,125.872,0.0225452,11
231.35,125.873,0.0225249,11
231.4,125.875,0.0225046,11
231.45,125.876,0.0224843,11
231.5,125.877,0.022464,11
231.55,125.878,0.0224438,11
231.6,125.879,0.0224236,11
231.65,125.88,0.0224033,11
231.7,125.881,0.0223832,11
231.75,125.882,0.022363,11
231.8,125.884,0.0223428,11
231.85,125.885,0.0223227,11
231.9,125.886,0.0223026,11
231.95,125.887,0.0222825,11
232,125.888,0.0222624,11
232.05,125.889,0.0222423,11
232.1,125.89,0.0222223,11
232.15,125.891,0.0222022,11
232.2,125.893,0.0221822,11
232.25,125.894,0.0221622,11
232.3,125.895,0.0221423,11
232.35,125.896,0.0221223,11
232.4,125.897,0.0221024,11
232.45,125.898,0.0220824,11
232.5,125.899,0.0220625,11
232.55,125.9,0.0220426,11
232.6,125.901,0.0220228,11
232.65,125.902,0.0220029,11
232.7,125.904,0.0219831,11
232.75,125.905,0.0219633,11
232.8,125.906,0.0219435,11
232.85,125.907,0.0219237,11
232.9,125.908,0.0219039,11
232.95,125.909,0.0218842,11
233,125.91,0.0218645,11
233.05,125.911,0.0218448,11
233.1,125.912,0.0218251,11
233.15,125.913,0.0218054,11
233.2,125.914,0.0217857,11
233.25,125.916,0.0217661,11
233.3,125.917,0.0217465,11
233.35,125.918,0.0217269,11
233.4,125.919,0.0217073,11
233.45,125.92,0.0216877,11
233.5,125.921,0.0216682,11
233.55,125.922,0.0216487,11
233.6,125.923,0.0216291,11
233.65,125.924,0.0216097,11
233.7,125.925,0.0215902,11
233.75,125.926,0.0215707,11
233.8,125.928,0.0215513,11
233.85,125.929,0.0215318,11
233.9,125.93,0.0215124,11
233.95,125.931,0.021493,11
234,125.932,0.0214737,11
234.05,125.933,0.0214543,11
234.1,125.934,0.021435,11
234.15,125.935,0.0214157,11
234.2,125.936,0.0213964,11
234.25,125.937,0.0213771,11
234.3,125.938,0.0213578,11
234.35,125.939,0.0213385,11
234.4,125.94,0.0213193,11
234.45,125.941,0.0213001,11
234.5,125.943,0.0212809,11
234.55,125.944,0.0212617,11
234.6,125.945,0.0212425,11
234.65,125.946,0.0212234,11
234.7,125.947,0.0212043,11
234.75,125.948,0.0211852,11
234.8,125.949,0.0211661,11
234.85,125.95,0.021147,11
234.9,125.951,0.0211279,11
234.95,125.952,0.0211089,11
235,125.953,0.0210898,11
235.05,125.954,0.0210708,11
235.1,125.955,0.0210518,11
235.15,125.956,0.0210329,11
235.2,125.957,0.0210139,11
235.25,125.958,0.020995,11
235.3,125.959,0.020976,11
235.35,125.96,0.0209571,11
235.4,125.962,0.0209382,11
235.45,125.963,0.0209194,11
235.5,125.964,0.0209005,11
235.55,125.965,0.0208817,11
235.6,125.966,0.0208628,11
235.65,125.967,0.020844,11
235.7,125.968,0.0208252,11
235.75,125.969,0.0208065,11
235.8,125.97,0.0207877,11
235.85,125.971,0.020769,11
235.9,125.972,0.0207503,11
235.95,125.973,0.0207316,11
236,125.974,0.0207129,11
236.05,125.975,0.0206942,11
236.1,125.976,0.0206755,11
236.15,125.977,0.0206569,11
236.2,125.978,0.0206383,11
236.25,125.979,0.0206197,11
236.3,125.98,0.0206011,11
236.35,125.981,0.0205825,11
236.4,125.982,0.020564,11
236.45,125.983,0.0205454,11
236.5,125.984,0.0205269,11
236.55,125.985,0.0205084,11
236.6,125.986,0.0204899,11
236.65,125.987,0.0204714,11
236.7,125.988,0.020453,11
236.75,125.989,0.0204346,11
236.8,125.99,0.0204161,11
236.85,125.991,0.0203977,11
236.9,125.993,0.0203793,11
236.95,125.994,0.020361,11
237,125.995,0.0203426,11
237.05,125.996,0.0203243,11
237.1,125.997,0.020306,11
237.15,125.998,0.0202877,11
237.2,125.999,0.0202694,11
237.25,126,0.0202511,11
237.3,126.001,0.0202328,11
237.35,126.002,0.0202146,11
237.4,126.003,0.0201964,11
237.45,126.004,0.0201782,11
237.5,126.005,0.02016,11
237.55,126.006,0.0201418,11
237.6,126.007,0.0201237,11
237.65,126.008,0.0201055,11
237.7,126.009,0.0200874,11
237.75,126.01,0.0200693,11
237.8,126.011,0.0200512,11
237.85,126.012,0.0200331,11
237.9,126.013,0.0200151,11
237.95,126.014,0.019997,11
238,126.015,0.019979,11
238.05,126.016,0.019961,11
238.1,126.017,0.019943,11
238.15,126.018,0.019925,11
238.2,126.019,0.019907,11
238.25,126.02,0.0198891,11
238.3,126.021,0.0198712,11
238.35,126.022,0.0198532,11
238.4,126.023,0.0198353,11
238.45,126.024,0.0198175,11
238.5,126.025,0.0197996,11
238.55,126.026,0.0197818,11
238.6,126.027,0.0197639,11
238.65,126.028,0.0197461,11
238.7,126.029,0.0197283,11
