t,v,a,k
442.35,127.108,0.000561161,12
442.4,127.108,0.000560677,12
442.45,127.108,0.000560193,12
442.5,127.108,0.00055971,12
442.55,127.108,0.000559227,12
442.6,127.108,0.000558745,12
442.65,127.108,0.000558263,12
442.7,127.108,0.000557781,12
442.75,127.108,0.0005573,12
442.8,127.108,0.000556819,12
442.85,127.108,0.000556339,12
442.9,127.108,0.000555859,12
442.95,127.108,0.000555379,12
443,127.108,0.0005549,12
443.05,127.108,0.000554421,12
443.1,127.108,0.000553943,12
443.15,127.108,0.000553465,12
443.2,127.108,0.000552988,12
443.25,127.108,0.000552511,12
443.3,127.108,0.000552034,12
443.35,127.108,0.000551558,12
443.4,127.108,0.000551082,12
443.45,127.108,0.000550606,12
443.5,127.108,0.000550131,12
443.55,127.108,0.000549657,12
443.6,127.108,0.000549183,12
443.65,127.108,0.000548709,12
443.7,127.108,0.000548236,12
443.75,127.108,0.000547763,12
443.8,127.108,0.00054729,12
443.85,127.108,0.000546818,12
443.9,127.108,0.000546346,12
443.95,127.109,0.000545875,12
444,127.109,0.000545404,12
444.05,127.109,0.000544933,12
444.1,127.109,0.000544463,12
444.15,127.109,0.000543994,12
444.2,127.109,0.000543524,12
444.25,127.109,0.000543055,12
444.3,127.109,0.000542587,12
444.35,127.109,0.000542119,12
444.4,127.109,0.000541651,12
444.45,127.109,0.000541184,12
444.5,127.109,0.000540717,12
444.55,127.109,0.000540251,12
444.6,127.109,0.000539785,12
444.65,127.109,0.000539319,12
444.7,127.109,0.000538854,12
444.75,127.109,0.000538389,12
444.8,127.109,0.000537924,12
444.85,127.109,0.00053746,12
444.9,127.109,0.000536997,12
444.95,127.109,0.000536533,12
445,127.109,0.00053607,12
445.05,127.109,0.000535608,12
445.1,127.109,0.000535146,12
445.15,127.109,0.000534684,12
445.2,127.109,0.000534223,12
445.25,127.109,0.000533762,12
445.3,127.109,0.000533302,12
445.35,127.109,0.000532842,12
445.4,127.109,0.000532382,12
445.45,127.109,0.000531923,12
445.5,127.109,0.000531464,12
445.55,127.109,0.000531005,12
445.6,127.109,0.000530547,12
445.65,127.109,0.000530089,12
445.7,127.109,0.000529632,12
445.75,127.109,0.000529175,12
445.8,127.11,0.000528719,12
445.85,127.11,0.000528263,12
445.9,127.11,0.000527807,12
445.95,127.11,0.000527352,12
446,127.11,0.000526897,12
446.05,127.11,0.000526442,12
446.1,127.11,0.000525988,12
446.15,127.11,0.000525534,12
446.2,127.11,0.000525081,12
446.25,127.11,0.000524628,12
446.3,127.11,0.000524175,12
446.35,127.11,0.000523723,12
446.4,127.11,0.000523271,12
446.45,127.11,0.00052282,12
446.5,127.11,0.000522369,12
446.55,127.11,0.000521918,12
446.6,127.11,0.000521468,12
446.65,127.11,0.000521018,12
446.7,127.11,0.000520569,12
446.75,127.11,0.000520119,12
446.8,127.11,0.000519671,12
446.85,127.11,0.000519222,12
446.9,127.11,0.000518775,12
446.95,127.11,0.000518327,12
447,127.11,0.00051788,12
447.05,127.11,0.000517433,12
447.1,127.11,0.000516987,12
447.15,127.11,0.000516541,12
447.2,127.11,0.000516095,12
447.25,127.11,0.00051565,12
447.3,127.11,0.000515205,12
447.35,127.11,0.000514761,12
447.4,127.11,0.000514316,12
447.45,127.11,0.000513873,12
447.5,127.11,0.000513429,12
447.55,127.11,0.000512987,12
447.6,127.11,0.000512544,12
447.65,127.11,0.000512102,12
447.7,127.11,0.00051166,12
447.75,127.111,0.000511219,12
447.8,127.111,0.000510778,12
447.85,127.111,0.000510337,12
447.9,127.111,0.000509897,12
447.95,127.111,0.000509457,12
448,127.111,0.000509017,12
448.05,127.111,0.000508578,12
448.1,127.111,0.000508139,12
448.15,127.111,0.000507701,12
448.2,127.111,0.000507263,12
448.25,127.111,0.000506826,12
448.3,127.111,0.000506388,12
448.35,127.111,0.000505951,12
448.4,127.111,0.000505515,12
448.45,127.111,0.000505079,12
448.5,127.111,0.000504643,12
448.55,127.111,0.000504208,12
448.6,127.111,0.000503773,12
448.65,127.111,0.000503338,12
448.7,127.111,0.000502904,12
448.75,127.111,0.00050247,12
448.8,127.111,0.000502037,12
448.85,127.111,0.000501604,12
448.9,127.111,0.000501171,12
448.95,127.111,0.000500738,12
449,127.111,0.000500307,12
449.05,127.111,0.000499875,12
449.1,127.111,0.000499444,12
449.15,127.111,0.000499013,12
449.2,127.111,0.000498582,12
449.25,127.111,0.000498152,12
449.3,127.111,0.000497722,12
449.35,127.111,0.000497293,12
449.4,127.111,0.000496864,12
449.45,127.111,0.000496435,12
449.5,127.111,0.000496007,12
449.55,127.111,0.000495579,12
449.6,127.111,0.000495152,12
449.65,127.111,0.000494725,12
449.7,127.112,0.000494298,12
449.75,127.112,0.000493871,12
449.8,127.112,0.000493445,12
449.85,127.112,0.00049302,12
449.9,127.112,0.000492594,12
449.95,127.112,0.000492169,12
450,127.112,0.000491745,12
450.05,127.112,0.000491321,12
450.1,127.112,0.000490897,12
450.15,127.112,0.000490473,12
450.2,127.112,0.00049005,12
450.25,127.112,0.000489627,12
450.3,127.112,0.000489205,12
450.35,127.112,0.000488783,12
450.4,127.112,0.000488361,12
450.45,127.112,0.00048794,12
450.5,127.112,0.000487519,12
450.55,127.112,0.000487098,12
450.6,127.112,0.000486678,12
450.65,127.112,0.000486258,12
450.7,127.112,0.000485839,12
450.75,127.112,0.00048542,12
450.8,127.112,0.000485001,12
450.85,127.112,0.000484583,12
450.9,127.112,0.000484164,12
450.95,127.112,0.000483747,12
451,127.112,0.000483329,12
451.05,127.112,0.000482912,12
451.1,127.112,0.000482496,12
451.15,127.112,0.00048208,12
451.2,127.112,0.000481664,12
451.25,127.112,0.000481248,12
451.3,127.112,0.000480833,12
451.35,127.112,0.000480418,12
451.4,127.112,0.000480004,12
451.45,127.112,0.00047959,12
451.5,127.112,0.000479176,12
451.55,127.112,0.000478763,12
451.6,127.112,0.00047835,12
451.65,127.112,0.000477937,12
451.7,127.112,0.000477525,12
451.75,127.113,0.000477113,12
451.8,127.113,0.000476701,12
451.85,127.113,0.00047629,12
451.9,127.113,0.000475879,12
451.95,127.113,0.000475468,12
452,127.113,0.000475058,12
452.05,127.113,0.000474648,12
452.1,127.113,0.000474239,12
452.15,127.113,0.00047383,12
452.2,127.113,0.000473421,12
452.25,127.113,0.000473013,12
452.3,127.113,0.000472605,12
452.35,127.113,0.000472197,12
452.4,127.113,0.000471789,12
452.45,127.113,0.000471382,12
452.5,127.113,0.000470976,12
452.55,127.113,0.000470569,12
452.6,127.113,0.000470164,12
452.65,127.113,0.000469758,12
452.7,127.113,0.000469353,12
452.75,127.113,0.000468948,12
452.8,127.113,0.000468543,12
452.85,127.113,0.000468139,12
452.9,127.113,0.000467735,12
452.95,127.113,0.000467332,12
453,127.113,0.000466928,12
453.05,127.113,0.000466526,12
453.1,127.113,0.000466123,12
453.15,127.113,0.000465721,12
453.2,127.113,0.000465319,12
453.25,127.113,0.000464918,12
453.3,127.113,0.000464517,12
453.35,127.113,0.000464116,12
453.4,127.113,0.000463716,12
453.45,127.113,0.000463316,12
453.5,127.113,0.000462916,12
453.55,127.113,0.000462517,12
453.6,127.113,0.000462118,12
453.65,127.113,0.000461719,12
453.7,127.113,0.000461321,12
453.75,127.113,0.000460923,12
453.8,127.113,0.000460525,12
453.85,127.113,0.000460128,12
453.9,127.114,0.000459731,12
453.95,127.114,0.000459334,12
454,127.114,0.000458938,12
454.05,127.114,0.000458542,12
454.1,127.114,0.000458146,12
454.15,127.114,0.000457751,12
454.2,127.114,0.000457356,12
454.25,127.114,0.000456962,12
454.3,127.114,0.000456567,12
454.35,127.114,0.000456174,12
454.4,127.114,0.00045578,12
454.45,127.114,0.000455387,12
454.5,127.114,0.000454994,12
454.55,127.114,0.000454601,12
454.6,127.114,0.000454209,12
454.65,127.114,0.000453817,12
454.7,127.114,0.000453426,12
454.75,127.114,0.000453035,12
454.8,127.114,0.000452644,12
454.85,127.114,0.000452253,12
454.9,127.114,0.000451863,12
454.95,127.114,0.000451474,12
455,127.114,0.000451084,12
455.05,127.114,0.000450695,12
455.1,127.114,0.000450306,12
455.15,127.114,0.000449918,12
455.2,127.114,0.000449529,12
455.25,127.114,0.000449142,12
455.3,127.114,0.000448754,12
455.35,127.114,0.000448367,12
455.4,127.114,0.00044798,12
455.45,127.114,0.000447594,12
455.5,127.114,0.000447208,12
455.55,127.114,0.000446822,12
455.6,127.114,0.000446436,12
455.65,127.114,0.000446051,12
455.7,127.114,0.000445666,12
455.75,127.114,0.000445282,12
455.8,127.114,0.000444898,12
455.85,127.114,0.000444514,12
455.9,127.114,0.000444131,12
455.95,127.114,0.000443747,12
456,127.114,0.000443365,12
456.05,127.114,0.000442982,12
456.1,127.115,0.0004426,12
456.15,127.115,0.000442218,12
456.2,127.115,0.000441837,12
456.25,127.115,0.000441455,12
456.3,127.115,0.000441075,12
456.35,127.115,0.000440694,12
456.4,127.115,0.000440314,12
456.45,127.115,0.000439934,12
456.5,127.115,0.000439555,12
456.55,127.115,0.000439175,12
456.6,127.115,0.000438796,12
456.65,127.115,0.000438418,12
456.7,127.115,0.00043804,12
456.75,127.115,0.000437662,12
456.8,127.115,0.000437284,12
456.85,127.115,0.000436907,12
456.9,127.115,0.00043653,12
456.95,127.115,0.000436153,12
457,127.115,0.000435777,12
457.05,127.115,0.000435401,12
457.1,127.115,0.000435026,12
457.15,127.115,0.00043465,12
457.2,127.115,0.000434275,12
457.25,127.115,0.000433901,12
457.3,127.115,0.000433526,12
457.35,127.115,0.000433152,12
457.4,127.115,0.000432779,12
457.45,127.115,0.000432405,12
457.5,127.115,0.000432032,12
457.55,127.115,0.00043166,12
457.6,127.115,0.000431287,12
457.65,127.115,0.000430915,12
457.7,127.115,0.000430543,12
457.75,127.115,0.000430172,12
457.8,127.115,0.000429801,12
457.85,127.115,0.00042943,12
457.9,127.115,0.00042906,12
457.95,127.115,0.00042869,12
458,127.115,0.00042832,12
458.05,127.115,0.00042795,12
458.1,127.115,0.000427581,12
458.15,127.115,0.000427212,12
458.2,127.115,0.000426844,12
458.25,127.115,0.000426475,12
458.3,127.115,0.000426107,12
458.35,127.115,0.00042574,12
458.4,127.116,0.000425373,12
458.45,127.116,0.000425006,12
458.5,127.116,0.000424639,12
458.55,127.116,0.000424273,12
458.6,127.116,0.000423907,12
458.65,127.116,0.000423541,12
458.7,127.116,0.000423176,12
458.75,127.116,0.00042281,12
458.8,127.116,0.000422446,12
458.85,127.116,0.000422081,12
458.9,127.116,0.000421717,12
458.95,127.116,0.000421353,12
459,127.116,0.00042099,12
459.05,127.116,0.000420627,12
459.1,127.116,0.000420264,12
459.15,127.116,0.000419901,12
459.2,127.116,0.000419539,12
459.25,127.116,0.000419177,12
459.3,127.116,0.000418815,12
459.35,127.116,0.000418454,12
459.4,127.116,0.000418093,12
459.45,127.116,0.000417732,12
459.5,127.116,0.000417372,12
459.55,127.116,0.000417012,12
459.6,127.116,0.000416652,12
459.65,127.116,0.000416293,12
459.7,127.116,0.000415934,12
459.75,127.116,0.000415575,12
459.8,127.116,0.000415216,12
459.85,127.116,0.000414858,12
459.9,127.116,0.0004145,12
459.95,127.116,0.000414143,12
460,127.116,0.000413785,12
460.05,127.116,0.000413428,12
460.1,127.116,0.000413072,12
460.15,127.116,0.000412715,12
460.2,127.116,0.000412359,12
460.25,127.116,0.000412004,12
460.3,127.116,0.000411648,12
460.35,127.116,0.000411293,12
460.4,127.116,0.000410938,12
460.45,127.116,0.000410584,12
460.5,127.116,0.000410229,12
460.55,127.116,0.000409876,12
460.6,127.116,0.000409522,12
460.65,127.116,0.000409169,12
460.7,127.116,0.000408816,12
460.75,127.116,0.000408463,12
460.8,127.117,0.000408111,12
460.85,127.117,0.000407759,12
460.9,127.117,0.000407407,12
460.95,127.117,0.000407055,12
461,127.117,0.000406704,12
461.05,127.117,0.000406353,12
461.1,127.117,0.000406003,12
461.15,127.117,0.000405652,12
461.2,127.117,0.000405303,12
461.25,127.117,0.000404953,12
461.3,127.117,0.000404604,12
461.35,127.117,0.000404254,12
461.4,127.117,0.000403906,12
461.45,127.117,0.000403557,12
461.5,127.117,0.000403209,12
461.55,127.117,0.000402861,12
461.6,127.117,0.000402514,12
461.65,127.117,0.000402167,12
461.7,127.117,0.00040182,12
461.75,127.117,0.000401473,12
461.8,127.117,0.000401127,12
461.85,127.117,0.000400781,12
461.9,127.117,0.000400435,12
461.95,127.117,0.000400089,12
462,127.117,0.000399744,12
462.05,127.117,0.000399399,12
462.1,127.117,0.000399055,12
462.15,127.117,0.00039871,12
462.2,127.117,0.000398367,12
462.25,127.117,0.000398023,12
462.3,127.117,0.000397679,12
462.35,127.117,0.000397336,12
462.4,127.117,0.000396994,12
462.45,127.117,0.000396651,12
462.5,127.117,0.000396309,12
462.55,127.117,0.000395967,12
462.6,127.117,0.000395625,12
462.65,127.117,0.000395284,12
462.7,127.117,0.000394943,12
462.75,127.117,0.000394602,12
462.8,127.117,0.000394262,12
462.85,127.117,0.000393922,12
462.9,127.117,0.000393582,12
462.95,127.117,0.000393243,12
463,127.117,0.000392903,12
463.05,127.117,0.000392564,12
463.1,127.117,0.000392226,12
463.15,127.117,0.000391887,12
463.2,127.117,0.000391549,12
463.25,127.117,0.000391211,12
463.3,127.118,0.000390874,12
463.35,127.118,0.000390537,12
463.4,127.118,0.0003902,12
463.45,127.118,0.000389863,12
463.5,127.118,0.000389527,12
463.55,127.118,0.000389191,12
463.6,127.118,0.000388855,12
463.65,127.118,0.00038852,12
463.7,127.118,0.000388184,12
463.75,127.118,0.00038785,12
463.8,127.118,0.000387515,12
463.85,127.118,0.000387181,12
463.9,127.118,0.000386847,12
463.95,127.118,0.000386513,12
464,127.118,0.000386179,12
464.05,127.118,0.000385846,12
464.1,127.118,0.000385513,12
464.15,127.118,0.000385181,12
464.2,127.118,0.000384849,12
464.25,127.118,0.000384517,12
464.3,127.118,0.000384185,12
464.35,127.118,0.000383853,12
464.4,127.118,0.000383522,12
464.45,127.118,0.000383191,12
464.5,127.118,0.000382861,12
464.55,127.118,0.000382531,12
464.6,127.118,0.000382201,12
464.65,127.118,0.000381871,12
464.7,127.118,0.000381541,12
464.75,127.118,0.000381212,12
464.8,127.118,0.000380883,12
464.85,127.118,0.000380555,12
464.9,127.118,0.000380226,12
464.95,127.118,0.000379898,12
465,127.118,0.000379571,12
465.05,127.118,0.000379243,12
465.1,127.118,0.000378916,12
465.15,127.118,0.000378589,12
465.2,127.118,0.000378263,12
465.25,127.118,0.000377936,12
465.3,127.118,0.00037761,12
465.35,127.118,0.000377284,12
465.4,127.118,0.000376959,12
465.45,127.118,0.000376634,12
465.5,127.118,0.000376309,12
465.55,127.118,0.000375984,12
465.6,127.118,0.00037566,12
465.65,127.118,0.000375336,12
465.7,127.118,0.000375012,12
465.75,127.118,0.000374688,12
465.8,127.118,0.000374365,12
465.85,127.118,0.000374042,12
465.9,127.118,0.00037372,12
465.95,127.119,0.000373397,12
466,127.119,0.000373075,12
466.05,127.119,0.000372753,12
466.1,127.119,0.000372432,12
466.15,127.119,0.00037211,12
466.2,127.119,0.000371789,12
466.25,127.119,0.000371469,12
466.3,127.119,0.000371148,12
466.35,127.119,0.000370828,12
466.4,127.119,0.000370508,12
466.45,127.119,0.000370188,12
466.5,127.119,0.000369869,12
466.55,127.119,0.00036955,12
466.6,127.119,0.000369231,12
466.65,127.119,0.000368913,12
466.7,127.119,0.000368594,12
466.75,127.119,0.000368276,12
466.8,127.119,0.000367959,12
466.85,127.119,0.000367641,12
466.9,127.119,0.000367324,12
466.95,127.119,0.000367007,12
467,127.119,0.000366691,12
467.05,127.119,0.000366374,12
467.1,127.119,0.000366058,12
467.15,127.119,0.000365742,12
467.2,127.119,0.000365427,12
467.25,127.119,0.000365112,12
467.3,127.119,0.000364797,12
467.35,127.119,0.000364482,12
467.4,127.119,0.000364167,12
467.45,127.119,0.000363853,12
467.5,127.119,0.000363539,12
467.55,127.119,0.000363226,12
467.6,127.119,0.000362912,12
467.65,127.119,0.000362599,12
467.7,127.119,0.000362286,12
467.75,127.119,0.000361974,12
467.8,127.119,0.000361662,12
467.85,127.119,0.00036135,12
467.9,127.119,0.000361038,12
467.95,127.119,0.000360726,12
468,127.119,0.000360415,12
468.05,127.119,0.000360104,12
468.1,127.119,0.000359794,12
468.15,127.119,0.000359483,12
468.2,127.119,0.000359173,12
468.25,127.119,0.000358863,12
468.3,127.119,0.000358554,12
468.35,127.119,0.000358244,12
468.4,127.119,0.000357935,12
468.45,127.119,0.000357627,12
468.5,127.119,0.000357318,12
468.55,127.119,0.00035701,12
468.6,127.119,0.000356702,12
468.65,127.119,0.000356394,12
468.7,127.12,0.000356087,12
468.75,127.12,0.000355779,12
468.8,127.12,0.000355472,12
468.85,127.12,0.000355166,12
468.9,127.12,0.000354859,12
468.95,127.12,0.000354553,12
469,127.12,0.000354247,12
469.05,127.12,0.000353942,12
469.1,127.12,0.000353636,12
469.15,127.12,0.000353331,12
469.2,127.12,0.000353027,12
469.25,127.12,0.000352722,12
469.3,127.12,0.000352418,12
469.35,127.12,0.000352114,12
469.4,127.12,0.00035181,12
469.45,127.12,0.000351506,12
469.5,127.12,0.000351203,12
469.55,127.12,0.0003509,12
469.6,127.12,0.000350597,12
469.65,127.12,0.000350295,12
469.7,127.12,0.000349993,12
469.75,127.12,0.000349691,12
469.8,127.12,0.000349389,12
469.85,127.12,0.000349088,12
469.9,127.12,0.000348787,12
469.95,127.12,0.000348486,12
470,127.12,0.000348185,12
470.05,127.12,0.000347885,12
470.1,127.12,0.000347585,12
470.15,127.12,0.000347285,12
470.2,127.12,0.000346985,12
470.25,127.12,0.000346686,12
470.3,127.12,0.000346387,12
470.35,127.12,0.000346088,12
470.4,127.12,0.000345789,12
470.45,127.12,0.000345491,12
470.5,127.12,0.000345193,12
470.55,127.12,0.000344895,12
470.6,127.12,0.000344598,12
470.65,127.12,0.0003443,12
470.7,127.12,0.000344003,12
470.75,127.12,0.000343707,12
470.8,127.12,0.00034341,12
470.85,127.12,0.000343114,12
470.9,127.12,0.000342818,12
470.95,127.12,0.000342522,12
471,127.12,0.000342227,12
471.05,127.12,0.000341931,12
471.1,127.12,0.000341636,12
471.15,127.12,0.000341342,12
471.2,127.12,0.000341047,12
471.25,127.12,0.000340753,12
471.3,127.12,0.000340459,12
471.35,127.12,0.000340165,12
471.4,127.12,0.000339872,12
471.45,127.12,0.000339579,12
471.5,127.12,0.000339286,12
471.55,127.121,0.000338993,12
471.6,127.121,0.0003387,12
471.65,127.121,0.000338408,12
471.7,127.121,0.000338116,12
471.75,127.121,0.000337825,12
471.8,127.121,0.000337533,12
471.85,127.121,0.000337242,12
471.9,127.121,0.000336951,12
471.95,127.121,0.00033666,12
472,127.121,0.00033637,12
472.05,127.121,0.00033608,12
472.1,127.121,0.00033579,12
472.15,127.121,0.0003355,12
472.2,127.121,0.000335211,12
472.25,127.121,0.000334921,12
472.3,127.121,0.000334633,12
472.35,127.121,0.000334344,12
472.4,127.121,0.000334055,12
472.45,127.121,0.000333767,12
472.5,127.121,0.000333479,12
472.55,127.121,0.000333192,12
472.6,127.121,0.000332904,12
472.65,127.121,0.000332617,12
472.7,127.121,0.00033233,12
472.75,127.121,0.000332043,12
472.8,127.121,0.000331757,12
472.85,127.121,0.000331471,12
472.9,127.121,0.000331185,12
472.95,127.121,0.000330899,12
473,127.121,0.000330614,12
473.05,127.121,0.000330328,12
473.1,127.121,0.000330043,12
473.15,127.121,0.000329759,12
473.2,127.121,0.000329474,12
473.25,127.121,0.00032919,12
473.3,127.121,0.000328906,12
473.35,127.121,0.000328622,12
473.4,127.121,0.000328339,12
473.45,127.121,0.000328055,12
473.5,127.121,0.000327772,12
473.55,127.121,0.00032749,12
473.6,127.121,0.000327207,12
473.65,127.121,0.000326925,12
473.7,127.121,0.000326643,12
473.75,127.121,0.000326361,12
473.8,127.121,0.000326079,12
473.85,127.121,0.000325798,12
473.9,127.121,0.000325517,12
473.95,127.121,0.000325236,12
474,127.121,0.000324956,12
474.05,127.121,0.000324675,12
474.1,127.121,0.000324395,12
474.15,127.121,0.000324115,12
474.2,127.121,0.000323836,12
474.25,127.121,0.000323556,12
474.3,127.121,0.000323277,12
474.35,127.121,0.000322998,12
474.4,127.121,0.00032272,12
474.45,127.121,0.000322441,12
474.5,127.121,0.000322163,12
474.55,127.121,0.000321885,12
474.6,127.122,0.000321608,12
474.65,127.122,0.00032133,12
474.7,127.122,0.000321053,12
474.75,127.122,0.000320776,12
474.8,127.122,0.000320499,12
474.85,127.122,0.000320223,12
474.9,127.122,0.000319946,12
474.95,127.122,0.00031967,12
475,127.122,0.000319395,12
475.05,127.122,0.000319119,12
475.1,127.122,0.000318844,12
475.15,127.122,0.000318569,12
475.2,127.122,0.000318294,12
475.25,127.122,0.000318019,12
475.3,127.122,0.000317745,12
475.35,127.122,0.000317471,12
475.4,127.122,0.000317197,12
475.45,127.122,0.000316923,12
475.5,127.122,0.00031665,12
475.55,127.122,0.000316377,12
475.6,127.122,0.000316104,12
475.65,127.122,0.000315831,12
475.7,127.122,0.000315559,12
475.75,127.122,0.000315286,12
475.8,127.122,0.000315014,12
475.85,127.122,0.000314743,12
475.9,127.122,0.000314471,12
475.95,127.122,0.0003142,12
476,127.122,0.000313929,12
476.05,127.122,0.000313658,12
476.1,127.122,0.000313387,12
476.15,127.122,0.000313117,12
476.2,127.122,0.000312847,12
476.25,127.122,0.000312577,12
476.3,127.122,0.000312307,12
476.35,127.122,0.000312038,12
476.4,127.122,0.000311769,12
476.45,127.122,0.0003115,12
476.5,127.122,0.000311231,12
476.55,127.122,0.000310962,12
476.6,127.122,0.000310694,12
476.65,127.122,0.000310426,12
476.7,127.122,0.000310158,12
476.75,127.122,0.000309891,12
476.8,127.122,0.000309623,12
476.85,127.122,0.000309356,12
476.9,127.122,0.000309089,12
476.95,127.122,0.000308823,12
477,127.122,0.000308556,12
477.05,127.122,0.00030829,12
477.1,127.122,0.000308024,12
477.15,127.122,0.000307759,12
477.2,127.122,0.000307493,12
477.25,127.122,0.000307228,12
477.3,127.122,0.000306963,12
477.35,127.122,0.000306698,12
477.4,127.122,0.000306433,12
477.45,127.122,0.000306169,12
477.5,127.122,0.000305905,12
477.55,127.122,0.000305641,12
477.6,127.122,0.000305377,12
477.65,127.122,0.000305114,12
477.7,127.122,0.000304851,12
477.75,127.123,0.000304588,12
477.8,127.123,0.000304325,12
477.85,127.123,0.000304062,12
477.9,127.123,0.0003038,12
477.95,127.123,0.000303538,12
478,127.123,0.000303276,12
478.05,127.123,0.000303014,12
478.1,127.123,0.000302753,12
478.15,127.123,0.000302492,12
478.2,127.123,0.000302231,12
478.25,127.123,0.00030197,12
478.3,127.123,0.00030171,12
478.35,127.123,0.000301449,12
478.4,127.123,0.000301189,12
478.45,127.123,0.000300929,12
478.5,127.123,0.00030067,12
478.55,127.123,0.00030041,12
478.6,127.123,0.000300151,12
478.65,127.123,0.000299892,12
478.7,127.123,0.000299634,12
478.75,127.123,0.000299375,12
478.8,127.123,0.000299117,12
478.85,127.123,0.000298859,12
478.9,127.123,0.000298601,12
478.95,127.123,0.000298343,12
479,127.123,0.000298086,12
479.05,127.123,0.000297829,12
479.1,127.123,0.000297572,12
479.15,127.123,0.000297315,12
479.2,127.123,0.000297059,12
479.25,127.123,0.000296802,12
479.3,127.123,0.000296546,12
479.35,127.123,0.00029629,12
479.4,127.123,0.000296035,12
479.45,127.123,0.000295779,12
479.5,127.123,0.000295524,12
479.55,127.123,0.000295269,12
479.6,127.123,0.000295015,12
479.65,127.123,0.00029476,12
479.7,127.123,0.000294506,12
479.75,127.123,0.000294252,12
479.8,127.123,0.000293998,12
479.85,127.123,0.000293744,12
479.9,127.123,0.000293491,12
479.95,127.123,0.000293238,12
480,127.123,0.000292985,12
480.05,127.123,0.000292732,12
480.1,127.123,0.000292479,12
480.15,127.123,0.000292227,12
480.2,127.123,0.000291975,12
480.25,127.123,0.000291723,12
480.3,127.123,0.000291471,12
480.35,127.123,0.00029122,12
480.4,127.123,0.000290969,12
480.45,127.123,0.000290718,12
480.5,127.123,0.000290467,12
480.55,127.123,0.000290216,12
480.6,127.123,0.000289966,12
480.65,127.123,0.000289716,12
480.7,127.123,0.000289466,12
480.75,127.123,0.000289216,12
480.8,127.123,0.000288967,12
480.85,127.123,0.000288717,12
480.9,127.123,0.000288468,12
480.95,127.123,0.000288219,12
481,127.123,0.000287971,12
481.05,127.123,0.000287722,12
481.1,127.123,0.000287474,12
481.15,127.124,0.000287226,12
481.2,127.124,0.000286978,12
481.25,127.124,0.000286731,12
481.3,127.124,0.000286483,12
481.35,127.124,0.000286236,12
481.4,127.124,0.000285989,12
481.45,127.124,0.000285743,12
481.5,127.124,0.000285496,12
481.55,127.124,0.00028525,12
481.6,127.124,0.000285004,12
481.65,127.124,0.000284758,12
481.7,127.124,0.000284512,12
481.75,127.124,0.000284267,12
481.8,127.124,0.000284021,12
481.85,127.124,0.000283776,12
481.9,127.124,0.000283532,12
481.95,127.124,0.000283287,12
482,127.124,0.000283043,12
482.05,127.124,0.000282798,12
482.1,127.124,0.000282555,12
482.15,127.124,0.000282311,12
482.2,127.124,0.000282067,12
482.25,127.124,0.000281824,12
482.3,127.124,0.000281581,12
482.35,127.124,0.000281338,12
482.4,127.124,0.000281095,12
482.45,127.124,0.000280853,12
482.5,127.124,0.00028061,12
482.55,127.124,0.000280368,12
482.6,127.124,0.000280126,12
482.65,127.124,0.000279885,12
482.7,127.124,0.000279643,12
482.75,127.124,0.000279402,12
482.8,127.124,0.000279161,12
482.85,127.124,0.00027892,12
482.9,127.124,0.000278679,12
482.95,127.124,0.000278439,12
483,127.124,0.000278199,12
483.05,127.124,0.000277959,12
483.1,127.124,0.000277719,12
483.15,127.124,0.000277479,12
483.2,127.124,0.00027724,12
483.25,127.124,0.000277001,12
483.3,127.124,0.000276762,12
483.35,127.124,0.000276523,12
483.4,127.124,0.000276285,12
483.45,127.124,0.000276046,12
483.5,127.124,0.000275808,12
483.55,127.124,0.00027557,12
483.6,127.124,0.000275332,12
483.65,127.124,0.000275095,12
483.7,127.124,0.000274858,12
483.75,127.124,0.00027462,12
483.8,127.124,0.000274384,12
483.85,127.124,0.000274147,12
483.9,127.124,0.00027391,12
483.95,127.124,0.000273674,12
484,127.124,0.000273438,12
484.05,127.124,0.000273202,12
484.1,127.124,0.000272966,12
484.15,127.124,0.000272731,12
484.2,127.124,0.000272496,12
484.25,127.124,0.000272261,12
484.3,127.124,0.000272026,12
484.35,127.124,0.000271791,12
484.4,127.124,0.000271556,12
484.45,127.124,0.000271322,12
484.5,127.124,0.000271088,12
484.55,127.124,0.000270854,12
484.6,127.124,0.000270621,12
484.65,127.124,0.000270387,12
484.7,127.124,0.000270154,12
484.75,127.125,0.000269921,12
484.8,127.125,0.000269688,12
484.85,127.125,0.000269455,12
484.9,127.125,0.000269223,12
484.95,127.125,0.000268991,12
485,127.125,0.000268759,12
485.05,127.125,0.000268527,12
485.1,127.125,0.000268295,12
485.15,127.125,0.000268064,12
485.2,127.125,0.000267832,12
485.25,127.125,0.000267601,12
485.3,127.125,0.00026737,12
485.35,127.125,0.00026714,12
485.4,127.125,0.000266909,12
485.45,127.125,0.000266679,12
485.5,127.125,0.000266449,12
485.55,127.125,0.000266219,12
485.6,127.125,0.000265989,12
485.65,127.125,0.00026576,12
485.7,127.125,0.000265531,12
485.75,127.125,0.000265302,12
485.8,127.125,0.000265073,12
485.85,127.125,0.000264844,12
485.9,127.125,0.000264616,12
485.95,127.125,0.000264387,12
486,127.125,0.000264159,12
486.05,127.125,0.000263931,12
486.1,127.125,0.000263704,12
486.15,127.125,0.000263476,12
486.2,127.125,0.000263249,12
486.25,127.125,0.000263022,12
486.3,127.125,0.000262795,12
